account_id,timestamp,amount,location,device_type,transaction_velocity,is_foreign_transaction,location_change_since_last_tx,new_device_used,failed_login_attempts,merchant_risk_score,account_age_days,amount_vs_avg,time_of_day,fraud
acct_8,2026-01-01T08:00:00,171.22,NY,Windows,1,0,0,0,0,0.29,2441,1.43,8,0
acct_8,2026-01-01T08:11:00,147.52,NY,Windows,1,0,0,0,0,0.17,2441,1.23,8,0
acct_8,2026-01-01T08:16:00,50.18,NY,Windows,1,0,0,0,1,0.06,2441,0.42,8,0
acct_8,2026-01-01T08:48:00,110.5,NY,Windows,1,0,0,0,0,0.14,2441,0.92,8,0
acct_8,2026-01-01T08:40:00,119.55,NY,iPhone,1,0,0,0,0,0.07,2441,1.0,8,0
acct_8,2026-01-01T09:05:00,139.8,NY,Windows,1,0,0,0,0,0.09,2441,1.17,9,0
acct_8,2026-01-01T09:18:00,116.44,NY,Windows,2,0,0,0,0,0.28,2441,0.97,9,0
acct_8,2026-01-01T09:59:00,123.03,NY,Windows,1,0,0,0,0,0.07,2441,1.03,9,0
acct_8,2026-01-01T10:00:00,109.57,NY,Windows,1,0,0,0,0,0.13,2441,0.91,10,0
acct_8,2026-01-01T10:33:00,109.77,NY,Windows,1,0,0,0,0,0.22,2441,0.91,10,0
acct_8,2026-01-01T10:30:00,156.85,NY,Windows,1,0,0,0,0,0.21,2441,1.31,10,0
acct_8,2026-01-01T09:50:00,127.45,NY,iPhone,1,0,0,0,0,0.05,2441,1.06,9,0
acct_8,2026-01-01T11:00:00,160.53,NY,Windows,1,0,0,0,0,0.07,2441,1.34,11,0
acct_8,2026-01-01T11:15:00,116.67,NY,iPhone,1,0,0,0,0,0.23,2441,0.97,11,0
acct_8,2026-01-01T11:44:00,116.52,NY,Windows,1,0,0,0,0,0.08,2441,0.97,11,0
acct_8,2026-01-01T12:45:00,131.78,NY,iPhone,1,0,0,0,1,0.11,2441,1.1,12,0
acct_8,2026-01-01T12:16:00,145.33,NY,iPhone,1,0,0,0,0,0.34,2441,1.21,12,0
acct_8,2026-01-01T13:23:00,98.45,CA,Windows,1,0,1,0,1,0.34,2441,0.82,13,0
acct_8,2026-01-01T11:54:00,165.8,NY,Windows,1,0,1,0,1,0.05,2441,1.38,11,0
acct_8,2026-01-01T10:32:00,105.54,NJ,iPhone,1,0,1,0,1,0.21,2441,0.88,10,0
acct_8,2026-01-01T14:40:00,151.12,NY,iPhone,1,0,1,0,0,0.16,2441,1.26,14,0
acct_8,2026-01-01T12:54:00,133.21,NY,Windows,1,0,0,0,0,0.19,2441,1.11,12,0
acct_8,2026-01-01T12:02:00,100.04,NY,iPhone,1,0,0,0,0,0.11,2441,0.83,12,0
acct_8,2026-01-01T14:31:00,81.49,NY,iPhone,1,0,0,0,0,0.06,2441,0.68,14,0
acct_8,2026-01-01T14:00:00,158.79,NY,Windows,1,0,0,0,1,0.08,2441,1.32,14,0
acct_8,2026-01-01T13:00:00,88.23,NY,Windows,1,0,0,0,0,0.23,2441,0.74,13,0
acct_8,2026-01-01T16:14:00,141.35,NY,Windows,1,0,0,0,0,0.11,2441,1.18,16,0
acct_8,2026-01-01T16:06:00,198.54,NY,iPhone,1,0,0,0,1,0.05,2441,1.65,16,0
acct_8,2026-01-01T14:32:00,74.55,NY,iPhone,1,0,0,0,1,0.3,2441,0.62,14,0
acct_8,2026-01-01T14:46:00,113.18,NY,iPhone,1,0,0,0,0,0.32,2441,0.94,14,0
acct_8,2026-01-01T13:30:00,184.26,NY,iPhone,1,0,0,0,0,0.17,2441,1.54,13,0
acct_8,2026-01-01T14:43:00,154.02,NY,Windows,1,0,0,0,1,0.34,2441,1.28,14,0
acct_8,2026-01-01T13:52:00,128.78,NY,Windows,1,0,0,0,0,0.19,2441,1.07,13,0
acct_8,2026-01-01T19:00:00,172.98,CA,Windows,1,0,1,0,0,0.19,2441,1.44,19,0
acct_8,2026-01-01T15:22:00,147.6,NY,Windows,1,0,1,0,0,0.28,2441,1.23,15,0
acct_8,2026-01-01T17:55:00,107.54,NY,Windows,1,0,0,0,0,0.34,2441,0.9,17,0
acct_8,2026-01-01T12:48:00,74.76,NY,Windows,1,0,0,0,0,0.33,2441,0.62,12,0
acct_8,2026-01-01T17:15:00,158.79,NY,Windows,1,0,0,0,0,0.22,2441,1.32,17,0
acct_8,2026-01-01T15:36:00,137.86,NY,iPhone,1,0,0,0,0,0.31,2441,1.15,15,0
acct_8,2026-01-01T21:00:00,117.65,NY,iPhone,1,0,0,0,0,0.15,2441,0.98,21,0
acct_8,2026-01-01T20:00:00,126.78,NY,Windows,1,0,0,0,0,0.08,2441,1.06,20,0
acct_8,2026-01-01T19:37:00,110.81,NY,Windows,1,0,0,0,0,0.16,2441,0.92,19,0
acct_8,2026-01-01T18:30:00,114.83,NY,Windows,1,0,0,0,0,0.09,2441,0.96,18,0
acct_8,2026-01-01T20:11:00,50.05,NY,iPhone,1,0,0,0,0,0.09,2441,0.42,20,0
acct_8,2026-01-01T16:48:00,100.18,FL,Windows,1,0,1,0,0,0.12,2441,0.83,16,0
acct_8,2026-01-01T20:00:00,139.83,NY,Windows,1,0,1,0,0,0.29,2441,1.17,20,0
acct_8,2026-01-01T17:58:00,132.68,NY,iPhone,1,0,0,0,0,0.31,2441,1.11,17,0
acct_8,2026-01-01T21:19:00,160.4,NY,Windows,1,0,0,0,0,0.19,2441,1.34,21,0
acct_8,2026-01-02T00:00:00,149.71,NJ,Windows,1,0,1,0,0,0.19,2441,1.25,0,0
acct_8,2026-01-01T16:59:00,123.37,CA,iPhone,1,0,1,0,0,0.17,2441,1.03,16,0
acct_8,2026-01-01T14:40:00,112.36,NY,Windows,1,0,1,0,0,0.14,2441,0.94,14,0
acct_8,2026-01-01T17:21:00,75.05,NY,Windows,1,0,0,0,0,0.11,2441,0.63,17,0
acct_8,2026-01-01T16:40:00,124.53,NY,Windows,1,0,0,0,0,0.11,2441,1.04,16,0
acct_8,2026-01-01T16:50:00,156.33,NY,Windows,1,0,0,0,1,0.25,2441,1.3,16,0
acct_8,2026-01-01T16:06:00,109.13,NY,iPhone,1,0,0,0,0,0.25,2441,0.91,16,0
acct_8,2026-01-01T22:40:00,223.47,NJ,Windows,1,0,1,0,0,0.09,2441,1.86,22,0
acct_8,2026-01-01T17:20:00,125.45,NY,iPhone,1,0,1,0,0,0.23,2441,1.05,17,0
acct_8,2026-01-02T01:06:00,120.32,NY,Windows,1,0,0,0,0,0.29,2441,1.0,1,0
acct_8,2026-01-01T20:34:00,120.75,NY,Windows,1,0,0,0,1,0.11,2441,1.01,20,0
acct_8,2026-01-01T16:51:00,131.47,NY,Windows,1,0,0,0,1,0.28,2441,1.1,16,0
acct_8,2026-01-02T02:00:00,120.21,NY,Windows,1,0,0,0,0,0.26,2441,1.0,2,0
acct_8,2026-01-02T00:16:00,103.75,NY,iPhone,1,0,0,0,1,0.24,2441,0.86,0,0
acct_8,2026-01-02T04:40:00,112.92,NY,Windows,1,0,0,0,1,0.31,2441,0.94,4,0
acct_8,2026-01-01T22:42:00,126.19,NY,Windows,1,0,0,0,0,0.13,2441,1.05,22,0
acct_8,2026-01-01T17:36:00,128.35,NY,iPhone,1,0,0,0,0,0.23,2441,1.07,17,0
acct_8,2026-01-02T00:15:00,92.91,NY,iPhone,1,0,0,0,1,0.16,2441,0.77,0,0
acct_8,2026-01-02T00:30:00,107.96,NY,Windows,1,0,0,0,0,0.24,2441,0.9,0,0
acct_8,2026-01-01T22:31:00,140.41,NY,Windows,1,0,0,0,0,0.33,2441,1.17,22,0
acct_8,2026-01-01T18:12:00,140.84,NY,iPhone,1,0,0,0,0,0.25,2441,1.17,18,0
acct_8,2026-01-01T21:48:00,102.06,NY,iPhone,1,0,0,0,0,0.26,2441,0.85,21,0
acct_8,2026-01-01T19:40:00,170.12,NY,iPhone,1,0,0,0,0,0.28,2441,1.42,19,0
acct_8,2026-01-01T22:12:00,143.02,NY,iPhone,1,0,0,0,0,0.19,2441,1.19,22,0
acct_8,2026-01-02T03:12:00,193.63,NY,Windows,1,0,0,0,0,0.27,2441,1.61,3,0
