account_id,timestamp,amount,location,device_type,transaction_velocity,is_foreign_transaction,location_change_since_last_tx,new_device_used,failed_login_attempts,merchant_risk_score,account_age_days,amount_vs_avg,time_of_day,fraud
acct_1,2026-01-01T08:00:00,169.68,NJ,iPhone,2,0,0,0,0,0.21,1183,0.77,8,0
acct_1,2026-01-01T08:11:00,247.81,NJ,iPhone,2,0,0,0,0,0.3,1183,1.13,8,0
acct_1,2026-01-01T08:40:00,315.91,NJ,Tablet,2,0,0,0,0,0.07,1183,1.44,8,0
acct_1,2026-01-01T08:51:00,254.1,NJ,Tablet,1,0,0,0,1,0.09,1183,1.16,8,0
acct_1,2026-01-01T08:40:00,221.5,NJ,Tablet,2,0,0,0,1,0.16,1183,1.01,8,0
acct_1,2026-01-01T08:50:00,196.03,NJ,iPhone,1,0,0,0,0,0.24,1183,0.89,8,0
acct_1,2026-01-01T10:00:00,188.66,NJ,Tablet,1,0,0,0,0,0.34,1183,0.86,10,0
acct_1,2026-01-01T08:56:00,208.49,CA,Tablet,1,0,1,0,0,0.14,1183,0.95,8,0
acct_1,2026-01-01T09:20:00,89.33,NJ,Tablet,2,0,1,0,0,0.2,1183,0.41,9,0
acct_1,2026-01-01T09:21:00,251.81,NJ,iPhone,1,0,0,0,0,0.16,1183,1.14,9,0
acct_1,2026-01-01T09:40:00,127.4,NJ,iPhone,1,0,0,0,0,0.2,1183,0.58,9,0
acct_1,2026-01-01T09:39:00,321.95,NJ,Tablet,1,0,0,0,0,0.07,1183,1.46,9,0
acct_1,2026-01-01T11:24:00,241.99,NJ,iPhone,1,0,0,0,0,0.09,1183,1.1,11,0
acct_1,2026-01-01T11:15:00,251.22,NJ,Tablet,1,0,0,0,0,0.33,1183,1.14,11,0
acct_1,2026-01-01T12:40:00,215.36,NJ,Tablet,1,0,0,0,1,0.32,1183,0.98,12,0
acct_1,2026-01-01T11:45:00,248.43,NJ,iPhone,2,0,0,0,0,0.05,1183,1.13,11,0
acct_1,2026-01-01T13:04:00,193.05,CA,iPhone,1,0,1,0,0,0.13,1183,0.88,13,0
acct_1,2026-01-01T12:15:00,226.53,FL,Tablet,2,0,1,0,0,0.29,1183,1.03,12,0
acct_1,2026-01-01T14:00:00,199.57,NJ,Tablet,2,0,1,0,1,0.17,1183,0.91,14,0
acct_1,2026-01-01T14:01:00,295.48,NJ,iPhone,2,0,0,0,1,0.27,1183,1.34,14,0
acct_1,2026-01-01T14:40:00,246.85,NJ,Tablet,1,0,0,0,0,0.18,1183,1.12,14,0
acct_1,2026-01-01T12:12:00,111.02,NJ,iPhone,2,0,0,0,0,0.25,1183,0.5,12,0
acct_1,2026-01-01T13:52:00,294.6,CT,iPhone,1,0,1,0,1,0.2,1183,1.34,13,0
acct_1,2026-01-01T12:13:00,298.28,NJ,iPhone,1,0,1,0,1,0.13,1183,1.36,12,0
acct_1,2026-01-01T16:00:00,229.87,NJ,Tablet,1,0,0,0,0,0.11,1183,1.04,16,0
acct_1,2026-01-01T12:35:00,290.97,NJ,Tablet,1,0,0,0,0,0.07,1183,1.32,12,0
acct_1,2026-01-01T14:30:00,112.37,NJ,iPhone,1,0,0,0,0,0.07,1183,0.51,14,0
acct_1,2026-01-01T12:03:00,201.76,NJ,iPhone,1,0,0,0,0,0.24,1183,0.92,12,0
acct_1,2026-01-01T14:32:00,180.98,NJ,Tablet,1,0,0,0,0,0.25,1183,0.82,14,0
acct_1,2026-01-01T14:17:00,223.92,NJ,Tablet,2,0,0,0,1,0.14,1183,1.02,14,0
