account_id,timestamp,amount,location,device_type,transaction_velocity,is_foreign_transaction,location_change_since_last_tx,new_device_used,failed_login_attempts,merchant_risk_score,account_age_days,amount_vs_avg,time_of_day,fraud
acct_3,2026-01-01T08:00:00,38.13,NY,Tablet,2,0,0,0,1,0.34,2249,0.64,8,0
acct_3,2026-01-01T08:18:00,58.91,NY,Tablet,1,0,0,0,0,0.09,2249,0.98,8,0
acct_3,2026-01-01T08:32:00,26.63,NY,iPhone,2,0,0,0,0,0.3,2249,0.44,8,0
acct_3,2026-01-01T08:27:00,80.97,NY,Tablet,1,0,0,0,0,0.3,2249,1.35,8,0
acct_3,2026-01-01T08:44:00,67.81,NY,Tablet,2,0,0,0,0,0.07,2249,1.13,8,0
acct_3,2026-01-01T09:30:00,49.63,NY,Tablet,1,0,0,0,0,0.05,2249,0.83,9,0
acct_3,2026-01-01T09:36:00,57.66,NY,Tablet,2,0,0,0,0,0.2,2249,0.96,9,0
acct_3,2026-01-01T10:13:00,47.52,NY,iPhone,1,0,0,0,0,0.12,2249,0.79,10,0
acct_3,2026-01-01T10:16:00,32.81,NY,Tablet,1,0,0,0,0,0.16,2249,0.55,10,0
acct_3,2026-01-01T10:06:00,49.17,NY,Tablet,2,0,0,0,0,0.25,2249,0.82,10,0
acct_3,2026-01-01T11:00:00,60.4,NY,Tablet,1,0,0,0,0,0.24,2249,1.01,11,0
acct_3,2026-01-01T11:29:00,68.37,NY,Tablet,2,0,0,0,0,0.32,2249,1.14,11,0
acct_3,2026-01-01T09:36:00,64.09,NY,Tablet,3,0,0,0,0,0.06,2249,1.07,9,0
acct_3,2026-01-01T09:57:00,55.13,NY,iPhone,1,0,0,0,0,0.33,2249,0.92,9,0
acct_3,2026-01-01T11:02:00,70.17,NY,Tablet,2,0,0,0,0,0.14,2249,1.17,11,0
acct_3,2026-01-01T12:15:00,61.7,NY,Tablet,2,0,0,0,1,0.28,2249,1.03,12,0
acct_3,2026-01-01T10:40:00,65.77,NY,Tablet,1,0,0,0,0,0.08,2249,1.1,10,0
acct_3,2026-01-01T11:07:00,67.24,NY,Tablet,1,0,0,0,0,0.06,2249,1.12,11,0
acct_3,2026-01-01T11:36:00,63.43,NY,Tablet,1,0,0,0,1,0.11,2249,1.06,11,0
acct_3,2026-01-01T13:23:00,56.62,NY,iPhone,1,0,0,0,0,0.07,2249,0.94,13,0
acct_3,2026-01-01T11:20:00,40.86,NY,Tablet,2,0,0,0,0,0.16,2249,0.68,11,0
