account_id,timestamp,amount,location,device_type,transaction_velocity,is_foreign_transaction,location_change_since_last_tx,new_device_used,failed_login_attempts,merchant_risk_score,account_age_days,amount_vs_avg,time_of_day,fraud
acct_7,2026-01-01T08:00:00,113.72,CA,iPhone,1,0,1,0,0,0.31,1263,1.34,8,0
acct_7,2026-01-01T08:20:00,82.88,NY,Windows,1,0,1,0,0,0.21,1263,0.98,8,0
acct_7,2026-01-01T08:38:00,91.21,FL,Windows,2,0,1,0,0,0.33,1263,1.07,8,0
acct_7,2026-01-01T08:48:00,99.33,NY,Windows,1,0,1,0,1,0.25,1263,1.17,8,0
acct_7,2026-01-01T08:36:00,93.37,NY,Windows,2,0,0,0,0,0.17,1263,1.1,8,0
acct_7,2026-01-01T09:40:00,95.87,NY,Windows,1,0,0,0,1,0.28,1263,1.13,9,0
acct_7,2026-01-01T09:54:00,76.9,NY,iPhone,2,0,0,0,0,0.17,1263,0.9,9,0
acct_7,2026-01-01T09:45:00,748.26,UK,UnrecognizedLaptop,12,1,1,1,3,0.88,1263,8.8,9,1
acct_7,2026-01-01T09:36:00,107.36,NY,iPhone,1,0,1,0,0,0.1,1263,1.26,9,0
acct_7,2026-01-01T10:42:00,75.0,NY,Windows,2,0,0,0,0,0.09,1263,0.88,10,0
acct_7,2026-01-01T10:20:00,65.18,NY,Windows,1,0,0,0,0,0.16,1263,0.77,10,0
acct_7,2026-01-01T10:01:00,69.9,NY,Windows,2,0,0,0,1,0.27,1263,0.82,10,0
acct_7,2026-01-01T10:24:00,88.37,NY,iPhone,1,0,0,0,0,0.19,1263,1.04,10,0
acct_7,2026-01-01T11:41:00,144.86,NY,Windows,1,0,0,0,1,0.08,1263,1.7,11,0
acct_7,2026-01-01T10:48:00,69.64,NY,Windows,2,0,0,0,0,0.3,1263,0.82,10,0
acct_7,2026-01-01T11:45:00,60.19,NY,iPhone,1,0,0,0,0,0.14,1263,0.71,11,0
acct_7,2026-01-01T12:32:00,91.97,NY,iPhone,2,0,0,0,1,0.11,1263,1.08,12,0
acct_7,2026-01-01T13:06:00,59.81,NY,Windows,2,0,0,0,0,0.35,1263,0.7,13,0
acct_7,2026-01-01T10:42:00,71.25,NY,iPhone,2,0,0,0,0,0.06,1263,0.84,10,0
acct_7,2026-01-01T13:04:00,65.09,CT,iPhone,1,0,1,0,1,0.09,1263,0.77,13,0
acct_7,2026-01-01T14:20:00,57.31,NY,iPhone,2,0,1,0,1,0.19,1263,0.67,14,0
acct_7,2026-01-01T11:30:00,63.84,NY,iPhone,1,0,0,0,0,0.28,1263,0.75,11,0
acct_7,2026-01-01T12:24:00,82.82,NY,iPhone,2,0,0,0,0,0.29,1263,0.97,12,0
acct_7,2026-01-01T14:31:00,358.29,FL,NewPhone,11,0,1,1,2,0.85,1263,4.22,14,1
acct_7,2026-01-01T13:12:00,78.84,NY,Windows,2,0,1,0,0,0.23,1263,0.93,13,0
acct_7,2026-01-01T15:55:00,101.61,NY,Windows,2,0,0,0,0,0.06,1263,1.2,15,0
acct_7,2026-01-01T15:48:00,103.0,CA,Windows,1,0,1,0,1,0.23,1263,1.21,15,0
acct_7,2026-01-01T13:51:00,69.8,NY,iPhone,2,0,1,0,0,0.26,1263,0.82,13,0
acct_7,2026-01-01T13:08:00,72.08,NY,iPhone,2,0,0,0,0,0.23,1263,0.85,13,0
acct_7,2026-01-01T14:17:00,99.0,NY,Windows,1,0,0,0,0,0.14,1263,1.16,14,0
acct_7,2026-01-01T12:00:00,76.87,NY,Windows,2,0,0,0,0,0.23,1263,0.9,12,0
acct_7,2026-01-01T14:12:00,119.83,NY,Windows,2,0,0,0,0,0.29,1263,1.41,14,0
acct_7,2026-01-01T17:36:00,96.26,NY,iPhone,1,0,0,0,0,0.17,1263,1.13,17,0
acct_7,2026-01-01T14:36:00,68.49,NY,Windows,1,0,0,0,0,0.24,1263,0.81,14,0
acct_7,2026-01-01T17:04:00,103.13,NY,iPhone,1,0,0,0,0,0.33,1263,1.21,17,0
acct_7,2026-01-01T17:20:00,100.05,FL,Windows,1,0,1,0,0,0.16,1263,1.18,17,0
acct_7,2026-01-01T14:00:00,87.13,NY,iPhone,2,0,1,0,1,0.15,1263,1.03,14,0
acct_7,2026-01-01T13:33:00,57.61,NY,iPhone,1,0,0,0,0,0.13,1263,0.68,13,0
acct_7,2026-01-01T18:46:00,86.37,NY,Windows,2,0,0,0,0,0.29,1263,1.02,18,0
acct_7,2026-01-01T15:48:00,58.46,NY,Windows,2,0,0,0,0,0.1,1263,0.69,15,0
acct_7,2026-01-01T14:40:00,121.9,NY,Windows,2,0,0,0,0,0.34,1263,1.43,14,0
acct_7,2026-01-01T18:15:00,86.44,CA,iPhone,1,0,1,0,0,0.32,1263,1.02,18,0
acct_7,2026-01-01T17:48:00,110.27,TX,Windows,1,0,1,0,0,0.08,1263,1.3,17,0
acct_7,2026-01-01T21:37:00,74.22,NY,iPhone,1,0,1,0,1,0.32,1263,0.87,21,0
acct_7,2026-01-01T16:04:00,55.36,NY,iPhone,1,0,0,0,0,0.33,1263,0.65,16,0
acct_7,2026-01-01T16:15:00,93.13,TX,iPhone,2,0,1,0,0,0.31,1263,1.1,16,0
acct_7,2026-01-01T14:08:00,64.45,CA,iPhone,2,0,1,0,1,0.25,1263,0.76,14,0
acct_7,2026-01-01T17:24:00,938.01,CN,NewPhone,12,1,1,1,4,0.95,1263,11.04,17,1
acct_7,2026-01-01T14:24:00,56.82,NY,Windows,1,0,1,0,0,0.13,1263,0.67,14,0
acct_7,2026-01-01T19:26:00,65.5,NY,Windows,3,0,0,0,0,0.31,1263,0.77,19,0
acct_7,2026-01-01T19:40:00,139.01,CA,iPhone,2,0,1,0,0,0.33,1263,1.64,19,0
acct_7,2026-01-02T01:00:00,500.11,CN,UnknownDevice,12,1,1,1,4,0.96,1263,5.88,1,1
acct_7,2026-01-02T01:20:00,778.21,RU,NewPhone,6,1,1,1,5,0.86,1263,9.16,1,1
acct_7,2026-01-01T20:22:00,102.11,NY,Windows,1,0,1,0,0,0.26,1263,1.2,20,0
