account_id,timestamp,amount,location,device_type,transaction_velocity,is_foreign_transaction,location_change_since_last_tx,new_device_used,failed_login_attempts,merchant_risk_score,account_age_days,amount_vs_avg,time_of_day,fraud
acct_6,2026-01-01T08:00:00,80.03,CA,MacBook,2,0,0,0,1,0.2,598,1.33,8,0
acct_6,2026-01-01T08:20:00,42.44,CA,Android,2,0,0,0,0,0.28,598,0.71,8,0
acct_6,2026-01-01T08:20:00,60.83,FL,MacBook,1,0,1,0,0,0.27,598,1.01,8,0
acct_6,2026-01-01T08:45:00,37.17,CA,Android,2,0,1,0,0,0.26,598,0.62,8,0
acct_6,2026-01-01T09:08:00,69.36,NY,Android,1,0,1,0,0,0.22,598,1.16,9,0
acct_6,2026-01-01T09:00:00,53.38,CA,Android,1,0,1,0,0,0.21,598,0.89,9,0
acct_6,2026-01-01T10:00:00,53.0,CA,Android,2,0,0,0,0,0.05,598,0.88,10,0
acct_6,2026-01-01T09:59:00,53.51,CA,Android,1,0,0,0,0,0.09,598,0.89,9,0
acct_6,2026-01-01T10:32:00,66.52,CA,Android,1,0,0,0,0,0.21,598,1.11,10,0
acct_6,2026-01-01T09:12:00,71.58,CA,MacBook,2,0,0,0,1,0.07,598,1.19,9,0
acct_6,2026-01-01T10:20:00,41.77,NJ,Android,2,0,1,0,0,0.14,598,0.7,10,0
acct_6,2026-01-01T10:01:00,54.83,CA,Android,1,0,1,0,0,0.08,598,0.91,10,0
acct_6,2026-01-01T12:00:00,74.76,CA,Android,1,0,0,0,1,0.12,598,1.25,12,0
acct_6,2026-01-01T10:23:00,79.75,CA,Android,2,0,0,0,1,0.11,598,1.33,10,0
acct_6,2026-01-01T12:12:00,45.6,CA,Android,2,0,0,0,0,0.07,598,0.76,12,0
acct_6,2026-01-01T10:15:00,50.07,CA,Android,2,0,0,0,0,0.2,598,0.83,10,0
acct_6,2026-01-01T11:44:00,71.03,CA,MacBook,1,0,0,0,0,0.21,598,1.18,11,0
acct_6,2026-01-01T11:58:00,50.67,CA,MacBook,1,0,0,0,1,0.17,598,0.84,11,0
acct_6,2026-01-01T11:54:00,65.99,CA,Android,2,0,0,0,0,0.21,598,1.1,11,0
acct_6,2026-01-01T11:29:00,70.37,CA,Android,2,0,0,0,0,0.23,598,1.17,11,0
acct_6,2026-01-01T13:00:00,56.9,CA,Android,2,0,0,0,1,0.07,598,0.95,13,0
acct_6,2026-01-01T11:09:00,52.03,CA,Android,1,0,0,0,1,0.24,598,0.87,11,0
acct_6,2026-01-01T10:56:00,83.29,NJ,MacBook,2,0,1,0,0,0.25,598,1.39,10,0
acct_6,2026-01-01T13:45:00,45.37,CA,MacBook,1,0,1,0,0,0.25,598,0.76,13,0
acct_6,2026-01-01T13:12:00,51.8,CA,Android,2,0,0,0,0,0.35,598,0.86,13,0
acct_6,2026-01-01T15:05:00,103.93,CA,MacBook,2,0,0,0,0,0.07,598,1.73,15,0
acct_6,2026-01-01T14:56:00,60.6,CA,Android,1,0,0,0,0,0.31,598,1.01,14,0
acct_6,2026-01-01T11:36:00,62.16,CA,Android,2,0,0,0,1,0.17,598,1.04,11,0
acct_6,2026-01-01T14:32:00,38.77,CA,MacBook,1,0,0,0,1,0.3,598,0.65,14,0
acct_6,2026-01-01T14:17:00,64.65,NJ,MacBook,1,0,1,0,0,0.05,598,1.08,14,0
acct_6,2026-01-01T17:00:00,83.86,CA,Android,2,0,1,0,0,0.08,598,1.4,17,0
acct_6,2026-01-01T17:18:00,70.24,NJ,Android,1,0,1,0,0,0.19,598,1.17,17,0
acct_6,2026-01-01T15:28:00,44.47,CA,MacBook,1,0,1,0,1,0.23,598,0.74,15,0
acct_6,2026-01-01T17:21:00,35.7,CA,Android,2,0,0,0,1,0.33,598,0.6,17,0
acct_6,2026-01-01T17:38:00,32.17,CA,Android,3,0,0,0,0,0.22,598,0.54,17,0
acct_6,2026-01-01T19:05:00,81.27,CA,Android,2,0,0,0,1,0.21,598,1.35,19,0
acct_6,2026-01-01T17:36:00,64.97,CA,MacBook,1,0,0,0,0,0.23,598,1.08,17,0
acct_6,2026-01-01T16:01:00,57.84,CA,Android,1,0,0,0,0,0.18,598,0.96,16,0
acct_6,2026-01-01T20:40:00,57.49,CA,Android,2,0,0,0,0,0.07,598,0.96,20,0
acct_6,2026-01-01T17:45:00,42.75,CA,Android,1,0,0,0,0,0.14,598,0.71,17,0
acct_6,2026-01-01T14:00:00,64.19,CA,Android,2,0,0,0,0,0.23,598,1.07,14,0
acct_6,2026-01-01T16:12:00,61.59,CA,MacBook,1,0,0,0,0,0.25,598,1.03,16,0
acct_6,2026-01-01T17:06:00,64.15,CA,Android,1,0,0,0,0,0.29,598,1.07,17,0
acct_6,2026-01-01T13:44:00,56.53,CA,MacBook,2,0,0,0,1,0.28,598,0.94,13,0
acct_6,2026-01-01T18:16:00,61.41,CA,MacBook,1,0,0,0,0,0.22,598,1.02,18,0
acct_6,2026-01-01T17:45:00,71.08,CA,MacBook,2,0,0,0,0,0.19,598,1.18,17,0
acct_6,2026-01-01T19:30:00,52.12,CA,MacBook,2,0,0,0,1,0.26,598,0.87,19,0
acct_6,2026-01-01T18:58:00,51.71,CA,MacBook,2,0,0,0,0,0.33,598,0.86,18,0
acct_6,2026-01-01T20:00:00,50.36,CA,MacBook,2,0,0,0,0,0.33,598,0.84,20,0
acct_6,2026-01-01T22:42:00,42.44,CA,Android,2,0,0,0,0,0.13,598,0.71,22,0
acct_6,2026-01-02T00:40:00,77.83,CA,MacBook,2,0,0,0,0,0.21,598,1.3,0,0
acct_6,2026-01-01T23:18:00,56.54,CA,MacBook,1,0,0,0,0,0.05,598,0.94,23,0
