account_id,timestamp,amount,location,device_type,transaction_velocity,is_foreign_transaction,location_change_since_last_tx,new_device_used,failed_login_attempts,merchant_risk_score,account_age_days,amount_vs_avg,time_of_day,fraud
acct_4,2026-01-01T08:00:00,301.89,FL,iPhone,2,0,0,0,1,0.14,1082,1.37,8,0
acct_4,2026-01-01T08:14:00,291.32,FL,iPhone,2,0,0,0,0,0.33,1082,1.32,8,0
acct_4,2026-01-01T08:30:00,293.89,CT,iPhone,4,0,1,0,0,0.18,1082,1.34,8,0
acct_4,2026-01-01T08:54:00,46.38,FL,Android,3,0,1,0,0,0.32,1082,0.21,8,0
acct_4,2026-01-01T09:20:00,269.75,FL,Android,3,0,0,0,0,0.21,1082,1.23,9,0
acct_4,2026-01-01T08:40:00,237.49,FL,Android,2,0,0,0,0,0.17,1082,1.08,8,0
acct_4,2026-01-01T09:00:00,153.56,NY,iPhone,2,0,1,0,0,0.29,1082,0.7,9,0
acct_4,2026-01-01T09:52:00,302.29,FL,Android,2,0,1,0,1,0.06,1082,1.37,9,0
acct_4,2026-01-01T09:36:00,157.42,FL,Android,3,0,0,0,0,0.17,1082,0.72,9,0
acct_4,2026-01-01T09:57:00,213.61,FL,Android,2,0,0,0,0,0.06,1082,0.97,9,0
acct_4,2026-01-01T11:20:00,205.4,FL,iPhone,3,0,0,0,0,0.09,1082,0.93,11,0
acct_4,2026-01-01T11:29:00,123.67,FL,Android,3,0,0,0,0,0.11,1082,0.56,11,0
acct_4,2026-01-01T10:12:00,268.13,FL,Android,2,0,0,0,0,0.2,1082,1.22,10,0
acct_4,2026-01-01T10:10:00,299.24,FL,iPhone,3,0,0,0,0,0.11,1082,1.36,10,0
acct_4,2026-01-01T10:34:00,241.66,FL,Android,2,0,0,0,0,0.13,1082,1.1,10,0
acct_4,2026-01-01T11:45:00,141.91,FL,iPhone,2,0,0,0,0,0.16,1082,0.65,11,0
acct_4,2026-01-01T12:32:00,88.11,FL,Android,3,0,0,0,0,0.1,1082,0.4,12,0
