account_id,timestamp,amount,location,device_type,transaction_velocity,is_foreign_transaction,location_change_since_last_tx,new_device_used,failed_login_attempts,merchant_risk_score,account_age_days,amount_vs_avg,time_of_day,fraud
acct_10,2026-01-01T08:00:00,26.22,NY,MacBook,3,0,0,0,0,0.13,593,0.66,8,0
acct_10,2026-01-01T08:08:00,16.61,NY,Android,1,0,0,0,0,0.22,593,0.42,8,0
acct_10,2026-01-01T08:34:00,40.54,NY,MacBook,1,0,0,0,1,0.11,593,1.01,8,0
acct_10,2026-01-01T08:33:00,56.68,NY,MacBook,1,0,0,0,0,0.24,593,1.42,8,0
acct_10,2026-01-01T08:36:00,45.03,NY,MacBook,2,0,0,0,1,0.21,593,1.13,8,0
acct_10,2026-01-01T09:30:00,44.99,NY,MacBook,1,0,0,0,0,0.34,593,1.12,9,0
acct_10,2026-01-01T09:12:00,44.74,NY,MacBook,2,0,0,0,0,0.34,593,1.12,9,0
acct_10,2026-01-01T09:38:00,30.61,NY,Android,2,0,0,0,0,0.07,593,0.77,9,0
acct_10,2026-01-01T10:24:00,35.08,NY,MacBook,1,0,0,0,0,0.1,593,0.88,10,0
acct_10,2026-01-01T10:15:00,50.76,NY,MacBook,1,0,0,0,0,0.21,593,1.27,10,0
acct_10,2026-01-01T09:20:00,63.89,NY,MacBook,1,0,0,0,0,0.06,593,1.6,9,0
acct_10,2026-01-01T11:29:00,50.35,NY,Android,1,0,0,0,1,0.11,593,1.26,11,0
acct_10,2026-01-01T10:12:00,65.52,NY,Android,1,0,0,0,0,0.29,593,1.64,10,0
acct_10,2026-01-01T09:44:00,37.25,NY,Android,2,0,0,0,1,0.24,593,0.93,9,0
acct_10,2026-01-01T11:30:00,32.01,NY,MacBook,2,0,0,0,0,0.08,593,0.8,11,0
acct_10,2026-01-01T10:30:00,30.66,NY,Android,2,0,0,0,1,0.16,593,0.77,10,0
acct_10,2026-01-01T12:48:00,35.96,NY,Android,1,0,0,0,0,0.29,593,0.9,12,0
acct_10,2026-01-01T10:33:00,41.54,NY,MacBook,2,0,0,0,0,0.24,593,1.04,10,0
acct_10,2026-01-01T12:48:00,37.75,NY,MacBook,1,0,0,0,0,0.12,593,0.94,12,0
acct_10,2026-01-01T12:45:00,35.33,NY,Android,1,0,0,0,0,0.34,593,0.88,12,0
acct_10,2026-01-01T13:00:00,24.17,NY,MacBook,2,0,0,0,0,0.33,593,0.6,13,0
acct_10,2026-01-01T15:00:00,41.33,NY,MacBook,2,0,0,0,0,0.3,593,1.03,15,0
acct_10,2026-01-01T15:20:00,52.6,NY,MacBook,1,0,0,0,0,0.05,593,1.31,15,0
acct_10,2026-01-01T11:50:00,44.83,NY,MacBook,1,0,0,0,0,0.1,593,1.12,11,0
acct_10,2026-01-01T14:48:00,47.43,CT,MacBook,1,0,1,0,0,0.29,593,1.19,14,0
acct_10,2026-01-01T15:05:00,18.63,NY,Android,2,0,1,0,1,0.32,593,0.47,15,0
acct_10,2026-01-01T14:56:00,43.94,NY,Android,2,0,0,0,0,0.24,593,1.1,14,0
acct_10,2026-01-01T17:00:00,26.81,FL,Android,2,0,1,0,0,0.11,593,0.67,17,0
acct_10,2026-01-01T12:12:00,41.5,NY,Android,2,0,1,0,0,0.24,593,1.04,12,0
acct_10,2026-01-01T15:44:00,43.56,NY,Android,1,0,0,0,1,0.24,593,1.09,15,0
acct_10,2026-01-01T18:00:00,35.35,CA,Android,2,0,1,0,0,0.27,593,0.88,18,0
acct_10,2026-01-01T18:20:00,43.85,NY,MacBook,1,0,1,0,0,0.33,593,1.1,18,0
acct_10,2026-01-01T17:36:00,68.63,NY,Android,2,0,0,0,1,0.33,593,1.72,17,0
acct_10,2026-01-01T12:57:00,46.37,NY,Android,2,0,0,0,1,0.3,593,1.16,12,0
acct_10,2026-01-01T14:14:00,31.01,NY,Android,2,0,0,0,1,0.34,593,0.78,14,0
acct_10,2026-01-01T13:15:00,42.58,NJ,MacBook,2,0,1,0,0,0.1,593,1.06,13,0
acct_10,2026-01-01T12:48:00,52.07,NY,Android,1,0,1,0,0,0.34,593,1.3,12,0
acct_10,2026-01-01T16:01:00,26.27,NY,Android,2,0,0,0,0,0.33,593,0.66,16,0
acct_10,2026-01-01T14:58:00,30.26,NY,Android,1,0,0,0,0,0.31,593,0.76,14,0
acct_10,2026-01-01T13:51:00,41.97,NY,Android,1,0,0,0,0,0.13,593,1.05,13,0
acct_10,2026-01-01T18:00:00,41.38,NY,MacBook,2,0,0,0,1,0.27,593,1.03,18,0
acct_10,2026-01-01T18:15:00,17.74,CA,Android,2,0,1,0,0,0.26,593,0.44,18,0
acct_10,2026-01-01T21:18:00,38.06,NY,MacBook,2,0,1,0,0,0.29,593,0.95,21,0
acct_10,2026-01-01T21:37:00,19.35,NY,MacBook,2,0,0,0,0,0.24,593,0.48,21,0
acct_10,2026-01-01T20:28:00,35.05,NY,Android,2,0,0,0,1,0.1,593,0.88,20,0
acct_10,2026-01-01T14:00:00,47.38,NY,MacBook,1,0,0,0,1,0.06,593,1.18,14,0
acct_10,2026-01-01T15:40:00,43.84,NY,Android,1,0,0,0,0,0.11,593,1.1,15,0
acct_10,2026-01-01T18:11:00,27.94,NY,MacBook,2,0,0,0,0,0.27,593,0.7,18,0
acct_10,2026-01-01T16:48:00,22.61,FL,Android,2,0,1,0,1,0.14,593,0.57,16,0
acct_10,2026-01-01T16:59:00,35.41,NY,Android,1,0,1,0,1,0.25,593,0.89,16,0
acct_10,2026-01-01T19:40:00,36.37,NY,MacBook,2,0,0,0,1,0.06,593,0.91,19,0
acct_10,2026-01-01T18:12:00,35.47,NY,MacBook,2,0,0,0,1,0.12,593,0.89,18,0
acct_10,2026-01-01T14:56:00,36.86,NY,Android,2,0,0,0,1,0.14,593,0.92,14,0
acct_10,2026-01-01T20:22:00,52.02,NY,MacBook,2,0,0,0,0,0.07,593,1.3,20,0
acct_10,2026-01-01T16:06:00,44.98,NY,MacBook,1,0,0,0,0,0.17,593,1.12,16,0
acct_10,2026-01-01T22:40:00,41.8,NY,MacBook,1,0,0,0,1,0.2,593,1.04,22,0
acct_10,2026-01-02T00:48:00,44.98,NY,Android,1,0,0,0,0,0.12,593,1.12,0,0
acct_10,2026-01-01T15:36:00,60.44,NY,MacBook,3,0,0,0,0,0.1,593,1.51,15,0
acct_10,2026-01-01T18:38:00,37.04,NY,Android,1,0,0,0,0,0.13,593,0.93,18,0
acct_10,2026-01-02T03:40:00,43.02,NY,MacBook,2,0,0,0,0,0.26,593,1.08,3,0
acct_10,2026-01-02T04:00:00,43.03,NY,Android,1,0,0,0,1,0.09,593,1.08,4,0
acct_10,2026-01-01T21:13:00,50.81,TX,MacBook,1,0,1,0,0,0.21,593,1.27,21,0
acct_10,2026-01-01T19:22:00,27.01,CA,MacBook,1,0,1,0,0,0.08,593,0.68,19,0
acct_10,2026-01-02T05:00:00,38.81,NY,Android,2,0,1,0,0,0.26,593,0.97,5,0
acct_10,2026-01-01T17:36:00,43.47,NY,Android,1,0,0,0,1,0.3,593,1.09,17,0
acct_10,2026-01-01T19:55:00,30.9,NY,MacBook,2,0,0,0,0,0.26,593,0.77,19,0
acct_10,2026-01-02T03:48:00,46.72,CT,MacBook,2,0,1,0,1,0.34,593,1.17,3,0
acct_10,2026-01-02T02:59:00,22.66,NY,MacBook,1,0,1,0,1,0.1,593,0.57,2,0
acct_10,2026-01-01T21:36:00,52.52,NY,MacBook,1,0,0,0,0,0.27,593,1.31,21,0
acct_10,2026-01-01T20:39:00,51.06,NY,MacBook,2,0,0,0,1,0.16,593,1.28,20,0
acct_10,2026-01-01T18:30:00,43.76,NY,Android,1,0,0,0,1,0.2,593,1.09,18,0
acct_10,2026-01-02T02:56:00,34.58,NY,Android,2,0,0,0,1,0.27,593,0.86,2,0
acct_10,2026-01-02T00:48:00,42.24,NY,MacBook,2,0,0,0,1,0.21,593,1.06,0,0
acct_10,2026-01-01T18:57:00,33.96,CT,Android,1,0,1,0,0,0.32,593,0.85,18,0
acct_10,2026-01-02T04:58:00,39.63,NY,Android,2,0,1,0,1,0.17,593,0.99,4,0
acct_10,2026-01-01T19:15:00,43.51,NY,MacBook,2,0,0,0,0,0.1,593,1.09,19,0
